CAS_NUMBER	ID	COMPOUND_CODE	COMPOUND_NAME	FMLA	MOLECULAR_WEIGHT	KOWLOGP	STRUCTURECATEGORY	SMILES	AUTHORS	JOURNAL	PUBLICATION_DATE	VOLUME_NUMBER	START_PAGE	SOURCE_URL	ASSAY_CLASS_NAME	ASSAY_NAME	SPECIES_STRAIN	ENDPOINT_NAME	ENDPOINT_VALUE	ENDPOINT_UNIT	PROTEIN_SUBTYPE	PROTEIN_DOMAIN	ROUTE_OF_COMPOUND
50-28-2	65	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Mewshaw RE, Bowen SM, Harris HA, Xu ZB, Manas ES, Cohn ST.	Bioorg. Med. Chem. Lett.	2007	17	902		Binding	Inhibition of human ERalpha by radioligand binding assay	Human	logRBA	2		alpha		
50-28-2	66	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Blizzard TA, Gude C, Chan W, Birzin ET, Mojena M, Tudela C, Chen F, Knecht K, Su Q, Kraker B, Holmes MA, Rohrer SP, Hammond ML.	Bioorg. Med. Chem. Lett.	2007	17	2944		Binding	Binding affinity to human recombinant ERalpha by scintillation proximity assay	Human	logRBA	2		alpha		
50-28-2	67	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Vu AT, Campbell AN, Harris HA, Unwalla RJ, Manas ES, Mewshaw RE.	Bioorg. Med. Chem. Lett.	2007	17	4053		Binding	Inhibition of human ERalpha	Human	logRBA	2		alpha		
50-28-2	68	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Blizzard TA, Gude C, Morgan JD 2nd, Chan W, Birzin ET, Mojena M, Tudela C, Chen F, Knecht K, Su Q, Kraker B, Mosley RT, Holmes MA, Rohrer SP, Hammond ML.	Bioorg. Med. Chem. Lett.	2007	17	6295		Binding	Binding affinity at human recombinant ERalpha	Human	logRBA	2		alpha		
50-28-2	69	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Ohta K, Chiba Y, Ogawa T, Endo Y.	Bioorg. Med. Chem. Lett.	2008	18	5050		Binding	Binding affinity to human recombinant ERalpha receptor by liquid scintillation counter	Human	logRBA	2		alpha		
50-28-2	70	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Rivera-Guevara C, PÃ©rez-Alvarez V, GarcÃ­a-Becerra R, Ordaz-Rosado D, Morales-RÃ­os MS, HernÃ¡ndez-Gallegos E, Cooney AJ, Bravo-GÃ³mez ME, Larrea F, Camacho J.	Bioorg. Med. Chem.	2010	18	5593		Binding	Displacement of [2,4,6,7-3H]estradiol from human ERalpha expressed in HeLa cells after 18 hrs by liquid scintillation counting	Human	logRBA	2		alpha		
50-28-2	71	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Mller G, Deluca D, Gege C, Rosinus A, Kowalik D, Peters O, Droescher P, Elger W, Adamski J, Hillisch A.	Bioorg. Med. Chem. Lett.	2009	19	6740		Binding	Displacement of [3H]17beta-estradiol from human ERalpha expressed in SF9 cells	Human	logRBA	2		alpha		
50-28-2	72	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Ruenitz PC, Arrendale RF, Schmidt WF, Thompson CB, Nanavati NT.	J. Med. Chem.	1989	32	192		Binding	Displacement of [3H]-estradiol from estrogen receptor (ER)	Human	logRBA	2		alpha		
50-28-2	73	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Jones CD, Blaszczak LC, Goettel ME, Suarez T, Crowell TA, Mabry TE, Ruenitz PC, Srivatsan V.	J. Med. Chem.	1992	35	931		Binding	Displacement of [3H]estradiol from Estrogen receptor in MCF-7 cells	Human	logRBA	2		alpha		
50-28-2	74	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Jones CD, Blaszczak LC, Goettel ME, Suarez T, Crowell TA, Mabry TE, Ruenitz PC, Srivatsan V.	J. Med. Chem.	1992	35	931		Binding	Binding affinity for Estrogen receptor in MCF-Cells relative to estradiol	Human	logRBA	2		alpha		
50-28-2	75	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Hoyte RM, Borderon K, Bryson K, Allen R, Hochberg RB, Brown TJ.	J. Med. Chem.	1994	37	1224		Binding	Relative binding affinity for estrogen receptor in MCF-7 cell cystosol extract	Human	logRBA	2		alpha		
50-28-2	76	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Hossain MB, van der Helm D, Schmitz FJ, Pordesimo EO, Magarian RA, Meyer KL, Overacre LB, Day BW.	J. Med. Chem.	1994	37	1670		Binding	Percent relative binding affinity (RBA) for estrogen receptor compared to estradiol	Human	logRBA	2		alpha		
50-28-2	77	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Lovely CJ, Gilbert NE, Liberto MM, Sharp DW, Lin YC, Brueggemeier RW.	J. Med. Chem.	1996	39	1917		Binding	Relative binding affinity for estrogen receptor compared to estradiol	Human	logRBA	2		alpha		
50-28-2	78	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Lovely CJ, Gilbert NE, Liberto MM, Sharp DW, Lin YC, Brueggemeier RW.	J. Med. Chem.	1996	39	1917		Binding	Relative binding affinity(RBA) of estradiol with respect to compound (using estrogen receptor preparations)	Human	logRBA	2		alpha		
50-28-2	79	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Hamann LG, Farmer LJ, Johnson MG, Bender SL, Mais DE, Wang MW, Crombie D, Goldman ME, Jones TK.	J. Med. Chem.	1996	39	1778		Binding	Binding affinity for human estrogen receptor	Human	logRBA	2		alpha		
50-28-2	80	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Lobaccaro C, Pons JF, Duchesne MJ, Auzou G, Pons M, Nique F, Teutsch G, Borgna JL.	J. Med. Chem.	1997	40	2217		Binding	Relative affinity constant for cytosolic estrogen receptor	Human	logRBA	2		alpha		
50-28-2	81	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Lovely CJ, Bhat AS, Coughenour HD, Gilbert NE, Brueggemeier RW.	J. Med. Chem.	1997	40	3756		Binding	Relative binding affinity (RBA) for the estrogen receptor	Human	logRBA	2		alpha		
50-28-2	82	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Gauthier S, Caron B, Cloutier J, Dory YL, Favre A, Larouche D, Mailhot J, Ouellet C, Schwerdtfeger A, Leblanc G, Martel C, Simard J, MÃ©rand Y, BÃ©langer A, Labrie C, Labrie F.	J. Med. Chem.	1997	40	2117		Binding	Relative affinity for estrogen receptor of Human Breast cancer or normal uterine cytosol (3.3%ethanol) compared to estradiol	Human	logRBA	2		alpha		
50-28-2	83	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Gauthier S, Caron B, Cloutier J, Dory YL, Favre A, Larouche D, Mailhot J, Ouellet C, Schwerdtfeger A, Leblanc G, Martel C, Simard J, MÃ©rand Y, BÃ©langer A, Labrie C, Labrie F.	J. Med. Chem.	1997	40	2117		Binding	Relative Binding Affinity for estrogen receptor in Human Breast cancer or normal uterine cytosol in 2.5%DMF compared to estradiol	Human	logRBA	2		alpha		
50-28-2	84	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Gauthier S, Caron B, Cloutier J, Dory YL, Favre A, Larouche D, Mailhot J, Ouellet C, Schwerdtfeger A, Leblanc G, Martel C, Simard J, MÃ©rand Y, BÃ©langer A, Labrie C, Labrie F.	J. Med. Chem.	1997	40	2117		Binding	Relative Binding Affinity for estrogen receptor in Human Breast cancer or normal uterine cytosol in 3.3%ethanol compared to estradiol	Human	logRBA	2		alpha		
50-28-2	85	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Gauthier S, Caron B, Cloutier J, Dory YL, Favre A, Larouche D, Mailhot J, Ouellet C, Schwerdtfeger A, Leblanc G, Martel C, Simard J, MÃ©rand Y, BÃ©langer A, Labrie C, Labrie F.	J. Med. Chem.	1997	40	2117		Binding	Relative Binding Affinity for estrogen receptor in Human Breast cancer or normal uterine cytosol in 2.5%DMF  compared to estradiol	Human	logRBA	2		alpha		
50-28-2	86	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Meyers MJ, Sun J, Carlson KE, Katzenellenbogen BS, Katzenellenbogen JA.	J. Med. Chem.	1999	42	2456		Binding	Binding affinity for human Estrogen receptor alpha	Human	logRBA	2		alpha		
50-28-2	87	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Kraft KS, Ruenitz PC, Bartlett MG.	J. Med. Chem.	1999	42	3126		Binding	Displacement of [3H]17-beta-estradiol from human estrogen receptor alpha	Human	logRBA	2		alpha		
50-28-2	88	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Minutolo F, Bertini S, Papi C, Carlson KE, Katzenellenbogen JA, Macchia M.	J. Med. Chem.	2001	44	4288		Binding	Relative binding affinity for human estrogen receptor alpha by displacement of [3H]-estradiol	Human	logRBA	2		alpha		
50-28-2	89	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Schopfer U, Schoeffter P, Bischoff SF, Nozulak J, Feuerbach D, Floersheim P.	J. Med. Chem.	2002	45	1399		Binding	Inhibition of [3H]17-beta-estradiol binding to human recombinant Estrogen receptor alpha.	Human	logRBA	2		alpha		
50-28-2	90	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Minutolo F, Antonello M, Bertini S, Ortore G, Placanica G, Rapposelli S, Sheng S, Carlson KE, Katzenellenbogen BS, Katzenellenbogen JA, Macchia M.	J. Med. Chem.	2003	46	4032		Binding	Relative binding affinity  for human estrogen receptor alpha compared to [3H]estradiol	Human	logRBA	2		alpha		
50-28-2	91	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Nussbaumer P, Winiski AP, Billich A.	J. Med. Chem.	2003	46	5091		Binding	Affinity of compound towards human estrogen receptor alpha	Human	logRBA	2		alpha		
50-28-2	92	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Burke PJ, Koch TH.	J. Med. Chem.	2004	47	1193		Binding	Inhibition of [3H]E2 binding to estrogen receptor alpha in MCF-7 cell lysate	Human	logRBA	2		alpha		
50-28-2	93	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Kim S, Wu JY, Birzin ET, Frisch K, Chan W, Pai LY, Yang YT, Mosley RT, Fitzgerald PM, Sharma N, Dahllund J, Thorsell AG, DiNinno F, Rohrer SP, Schaeffer JM, Hammond ML.	J. Med. Chem.	2004	47	2171		Binding	Binding affinity towards human recombinant Estrogen receptor alpha was determined	Human	logRBA	2		alpha		
50-28-2	94	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Mewshaw RE, Edsall RJ Jr, Yang C, Manas ES, Xu ZB, Henderson RA, Keith JC Jr, Harris HA.	J. Med. Chem.	2005	48	3953		Binding	Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli	Human	logRBA	2		alpha		
50-28-2	95	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Geiser M, Halleux C, Kallen J, Keller H, Ramage P.	J. Med. Chem.	2005	48	364		Binding	Inhibition of [3H]estradiol binding to human estrogen receptor alpha expressed in HeLa cells	Human	logRBA	2		alpha		
50-28-2	96	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Hoekstra WJ, Patel HS, Liang X, Blanc JB, Heyer DO, Willson TM, Iannone MA, Kadwell SH, Miller LA, Pearce KH, Simmons CA, Shearin J.	J. Med. Chem.	2005	48	2243		Binding	Binding affinity for human estrogen receptor alpha	Human	logRBA	2		alpha		
50-28-2	97	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Yoo J, Dence CS, Sharp TL, Katzenellenbogen JA, Welch MJ.	J. Med. Chem.	2005	48	6366		Binding	Relative binding affinity towards human estrogen receptor alpha using [3H]estradiol upon incubation at 0 degree C for 18-24 h	Human	logRBA	2		alpha		
50-28-2	98	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	GÃ¼ngr T, Chen Y, Golla R, Ma Z, Corte JR, Northrop JP, Bin B, Dickson JK, Stouch T, Zhou R, Johnson SE, Seethala R, Feyen JH.	J. Med. Chem.	2006	49	2440		Binding	Displacement of [3H]estrone from ER alpha	Human	logRBA	2		alpha		
50-28-2	99	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Kinzel O, Fattori D, Muraglia E, Gallinari P, Nardi MC, Paolini C, Roscilli G, Toniatti C, Gonzalez Paz O, Laufer R, Lahm A, Tramontano A, Cortese R, De Francesco R, Ciliberto G, Koch U.	J. Med. Chem.	2006	49	5404		Binding	Binding affinity to human ER alpha	Human	logRBA	2		alpha		
50-28-2	100	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Zhao L, Jin C, Mao Z, Gopinathan MB, Rehder K, Brinton RD.	J. Med. Chem.	2007	50	4471		Binding	Binding affinity to human ERalpha	Human	logRBA	2		alpha		
50-28-2	101	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Djiogue S, Halabalaki M, Alexi X, Njamen D, Fomum ZT, Alexis MN, Skaltsounis AL.	J. Nat. Prod.	2009	72	1603		Binding	Displacement of fluorescent estrogen ES2 from human recombinant ERalpha by fluorescence polarization assay relative to 17-beta-estradiol	Human	logRBA	2		alpha		
50-28-2	102	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Schmid CR, Sluka JP, Duke KM, Glasebrook AW.	Bioorg. Med. Chem. Lett.	1999	9	523		Binding	Displacement of [3H]17-beta-estradiol from estrogen receptor of MCF-7 cell lysates relative to 17-beta-estradiol	Human	logRBA	2		alpha		
50-28-2	103	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O			2003			http://www.meti.go.jp/english/report/data/g020205ae.html	Binding	ER in vitro binding assay with RI-labeled estradiol as reference ligand	Rat	logRBA	2		alpha		
50-28-2	104	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Goswami R, Harsy SG, Heiman DF, Katzenellenbogen JA.	J. Med. Chem.	1980	23	1002		Binding	Relative binding affinity for sheep uterine estrogen receptor relative to estradiol as Ka(compound)/Ka(estradiol) x 100	Sheep	logRBA	2		alpha		
50-28-2	105	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Heiman DF, Senderoff SG, Katzenellenbogen JA, Neeley RJ.	J. Med. Chem.	1980	23	994		Binding	Binding affinity towards uterine estrogen receptor relative to that of estradiol expressed by RAC x 100, which is the ratio of association constants (Ka cornpound/Ka estradiol) x 100.	Sheep	logRBA	2		alpha		
50-28-2	106	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Hanson RN, Napolitano E, Fiaschi R.	J. Med. Chem.	1990	33	3155		Binding	Relative binding affinity for estrogen receptor of lamb uterus at 0C	Sheep	logRBA	2		alpha		
50-28-2	107	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Kym PR, Anstead GM, Pinney KG, Wilson SR, Katzenellenbogen JA.	J. Med. Chem.	1993	36	3910		Binding	Relative binding affinity for lamb uterine estrogen receptor by displacement of [3H]estradiol	Sheep	logRBA	2		alpha		
50-28-2	108	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	el Garrouj D, Aliau S, Aumelas A, Borgna JL.	J. Med. Chem.	1995	38	2339		Binding	Relative affinity constant for lamb cytosolic estrogen receptor binding compared to [3H]estradiol	Sheep	logRBA	2		alpha		
50-28-2	109	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Napolitano E, Fiaschi R, Carlson KE, Katzenellenbogen JA.	J. Med. Chem.	1995	38	429		Binding	Relative binding affinity was measured on estrogen receptor of lamb uterine cytosol.	Sheep	logRBA	2		alpha		
50-28-2	110	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Napolitano E, Fiaschi R, Carlson KE, Katzenellenbogen JA.	J. Med. Chem.	1995	38	429		Binding	Relative binding affinity was measured on estrogen receptor of lamb uterine cytosol.	Sheep	logRBA	2		alpha		
50-28-2	111	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Napolitano E, Fiaschi R, Carlson KE, Katzenellenbogen JA.	J. Med. Chem.	1995	38	2774		Binding	Relative Binding affinity was determined against estrogen receptor of lamb uterine cytosol at 0 degree Celsius relative to estradiol	Sheep	logRBA	2		alpha		
50-28-2	112	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Napolitano E, Fiaschi R, Carlson KE, Katzenellenbogen JA.	J. Med. Chem.	1995	38	2774		Binding	Relative Binding affinity was determined against estrogen receptor of lamb uterine cytosol at 25 degree Celsius relative to estradiol	Sheep	logRBA	2		alpha		
50-28-2	113	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Meyers MJ, Sun J, Carlson KE, Katzenellenbogen BS, Katzenellenbogen JA.	J. Med. Chem.	1999	42	2456		Binding	Binding affinity for lamb uterine estrogen receptor	Sheep	logRBA	2		alpha		
50-28-2	114	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Aliau S, Delettre G, Mattras H, El Garrouj D, Nique F, Teutsch G, Borgna JL.	J. Med. Chem.	2000	43	613		Binding	Relative affinity constant (RAC) for lamb uterine estrogen receptor alpha by displacement of [3H]estradiol	Sheep	logRBA	2		alpha		
50-28-2	115	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Minutolo F, Bertini S, Papi C, Carlson KE, Katzenellenbogen JA, Macchia M.	J. Med. Chem.	2001	44	4288		Binding	Relative binding affinity for sheep uterine estrogen receptor by displacement of [3H]estradiol	Sheep	logRBA	2		alpha		
50-28-2	116	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Meyers MJ, Carlson KE, Katzenellenbogen JA.	Bioorg. Med. Chem. Lett.	1998	8	3589		Binding	Relative binding affinity for lamb uterine estrogen receptor relative to 17-beta-estradiol	Sheep	logRBA	2		alpha		
50-28-2	117	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the human ERa receptor	Human	logRBA	2		alpha	Full-length	
50-28-2	118	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Recombinant Human ERa	Human	logRBA	2		alpha	Full-length	
50-28-2	119	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ERa binding assays measuring displacement of a fluorescently-labeled estrogen ligand by the test substances using fluorescent polarization (FP)	Human	logRBA	2		alpha	Full-length	
50-28-2	120	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Kuiper GG, Carlsson B, Grandien K, Enmark E, HÃ¤ggblad J, Nilsson S, Gustafsson JA.	Endocrinology 	1997	138	863		Binding	Relative binding affinity (RBA) of ERa	Human	logRBA	2		alpha	Full-length	
50-28-2	121	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Binding	Relative binding affinity (RBA) of ERa	Human	logRBA	2		alpha	Full-length	
50-28-2	122	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Blizzard TA, DiNinno F, Chen HY, Kim S, Wu JY, Chan W, Birzin ET, Yang YT, Pai LY, Hayes EC, DaSilva CA, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2005	15	3912		Binding	human estrogen receptor alpha binding using scintillation proximity assay	Human	logRBA	2		alpha	Full-length	
50-28-2	123	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Dykstra KD, Guo L, Birzin ET, Chan W, Yang YT, Hayes EC, DaSilva CA, Pai LY, Mosley RT, Kraker B, Fitzgerald PM, DiNinno F, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2007	17	2322		Binding	Displacement of [3H]estradiol from full length human recombinant ERalpha after 3 hrs by scintillation proximity assay	Human	logRBA	2		alpha	Full-length	
50-28-2	124	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Fang J, Akwabi-Ameyaw A, Britton JE, Katamreddy SR, Navas F 3rd, Miller AB, Williams SP, Gray DW, Orband-Miller LA, Shearin J, Heyer D.	Bioorg. Med. Chem. Lett.	2008	18	5075		Binding	Displacement of [3H]estradiol from full length biotinylated human ERalpha by scintillation proximity assay	Human	logRBA	2		alpha	Full-length	
50-28-2	125	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Hu JY, Aizawa T.	Water Res.	2003	37	1213		Binding	human receptor binding competition assay of ER	Human	logRBA	2		alpha	Full-length	
50-28-2	126	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Meyers MJ, Sun J, Carlson KE, Marriner GA, Katzenellenbogen BS, Katzenellenbogen JA.	J. Med. Chem.	2001	44	4230		Binding	Relative binding affinity (RBA) at Human estrogen receptor alpha (radiometric binding assay with [3H]estradiol using full-length human ER alpha)	Human	logRBA	2		alpha	Full-length	
50-28-2	127	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Carroll VM, Jeyakumar M, Carlson KE, Katzenellenbogen JA.	J. Med. Chem.	2012	55	528		Binding	Relative Ligand Binding Affinities for ERa	Human	logRBA	2		alpha	Full-length	
50-28-2	128	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Human ERa	Human	logRBA	2		alpha	Full-length	
50-28-2	129	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Rat ERa	Rat	logRBA	2		alpha	Full-length	
50-28-2	130	1	estradiol	C18H24O2	272.38	3.74		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the mouse ERa receptor	Mouse	logRBA	2		alpha	Full-length	
